GeneID1	GeneID2
ENSG00000033170	V3C99_015780
ENSG00000033627	V3C99_001118
ENSG00000033867	V3C99_004763
ENSG00000036565	V3C99_017761
ENSG00000038002	V3C99_005617
ENSG00000038210	V3C99_017569
ENSG00000039123	V3C99_010675
ENSG00000039650	V3C99_009003
ENSG00000043514	V3C99_002301
ENSG00000044446	V3C99_000306
ENSG00000047230	V3C99_016132
ENSG00000047249	V3C99_009670
ENSG00000047315	V3C99_001358
ENSG00000047410	V3C99_010619
ENSG00000048392	V3C99_001910
ENSG00000049759	V3C99_004117
ENSG00000049860	V3C99_014236
ENSG00000049860	V3C99_014237
ENSG00000050438	V3C99_004763
ENSG00000054148	V3C99_005618
ENSG00000054148	V3C99_005619
ENSG00000054392	V3C99_013393
ENSG00000055609	V3C99_001092
ENSG00000057252	V3C99_004758
ENSG00000058668	V3C99_007945
ENSG00000058668	V3C99_009911
ENSG00000059573	V3C99_017838
ENSG00000059804	V3C99_013639
ENSG00000059804	V3C99_013640
ENSG00000059804	V3C99_013641
ENSG00000060642	V3C99_006206
ENSG00000060762	V3C99_002491
ENSG00000060982	V3C99_017359
ENSG00000061918	V3C99_000895
ENSG00000061918	V3C99_017612
ENSG00000062282	V3C99_004060
ENSG00000062282	V3C99_004062
ENSG00000062282	V3C99_004065
ENSG00000062282	V3C99_004067
ENSG00000062282	V3C99_013936
ENSG00000062485	V3C99_001377
ENSG00000062822	V3C99_017062
ENSG00000063854	V3C99_011667
ENSG00000064651	V3C99_014311
ENSG00000064763	V3C99_017662
ENSG00000065154	V3C99_002532
ENSG00000065427	V3C99_001973
ENSG00000065615	V3C99_003640
ENSG00000065621	V3C99_001285
ENSG00000065621	V3C99_002273
ENSG00000065833	V3C99_010854
ENSG00000065923	V3C99_017331
ENSG00000065989	V3C99_013385
ENSG00000066322	V3C99_009904
ENSG00000066379	V3C99_003472
ENSG00000066651	V3C99_008878
ENSG00000067057	V3C99_017204
ENSG00000067064	V3C99_001032
ENSG00000067177	V3C99_000306
ENSG00000067225	V3C99_004969
ENSG00000067225	V3C99_004970
ENSG00000067225	V3C99_004974
ENSG00000067829	V3C99_004355
ENSG00000067829	V3C99_015025
ENSG00000067842	V3C99_007945
ENSG00000067842	V3C99_009911
ENSG00000067992	V3C99_002895
ENSG00000068001	V3C99_012647
ENSG00000068120	V3C99_004265
ENSG00000068366	V3C99_001177
ENSG00000068366	V3C99_019229
ENSG00000068383	V3C99_007160
ENSG00000068654	V3C99_010686
ENSG00000068976	V3C99_015469
ENSG00000069248	V3C99_014290
ENSG00000069535	V3C99_013828
ENSG00000069849	V3C99_017689
ENSG00000069869	V3C99_004117
ENSG00000070423	V3C99_006057
ENSG00000070610	V3C99_005471
ENSG00000070614	V3C99_007526
ENSG00000070669	V3C99_014990
ENSG00000070961	V3C99_007945
ENSG00000070961	V3C99_009911
ENSG00000071073	V3C99_013856
ENSG00000071073	V3C99_013858
ENSG00000071073	V3C99_014839
ENSG00000071967	V3C99_003056
ENSG00000072042	V3C99_015458
ENSG00000072274	V3C99_012705
ENSG00000072401	V3C99_006553
ENSG00000072506	V3C99_009075
ENSG00000072682	V3C99_001230
ENSG00000072682	V3C99_001231
ENSG00000072682	V3C99_008255
ENSG00000072756	V3C99_014689
ENSG00000072778	V3C99_013637
ENSG00000073578	V3C99_019186
ENSG00000073734	V3C99_006669
ENSG00000073734	V3C99_010198
ENSG00000074696	V3C99_000500
ENSG00000074800	V3C99_011208
ENSG00000074803	V3C99_014311
ENSG00000075239	V3C99_011432
ENSG00000075303	V3C99_001739
ENSG00000075415	V3C99_008670
ENSG00000075975	V3C99_009399
ENSG00000076258	V3C99_005731
ENSG00000076258	V3C99_008333
ENSG00000076555	V3C99_018295
ENSG00000076685	V3C99_017395
ENSG00000077044	V3C99_007868
ENSG00000077463	V3C99_007420
ENSG00000077721	V3C99_007090
ENSG00000078070	V3C99_009686
ENSG00000078140	V3C99_000580
ENSG00000078142	V3C99_005775
ENSG00000078967	V3C99_006553
ENSG00000079435	V3C99_017770
ENSG00000079739	V3C99_013265
ENSG00000079805	V3C99_012725
ENSG00000080493	V3C99_004763
ENSG00000080802	V3C99_010325
ENSG00000081181	V3C99_017173
ENSG00000081479	V3C99_003984
ENSG00000081800	V3C99_002346
ENSG00000081800	V3C99_002695
ENSG00000081800	V3C99_010057
ENSG00000083123	V3C99_003430
ENSG00000083444	V3C99_013298
ENSG00000083720	V3C99_012644
ENSG00000084072	V3C99_010186
ENSG00000084073	V3C99_003774
ENSG00000084110	V3C99_013229
ENSG00000084453	V3C99_014582
ENSG00000084754	V3C99_005832
ENSG00000084774	V3C99_005746
ENSG00000085377	V3C99_017691
ENSG00000085415	V3C99_000121
ENSG00000085563	V3C99_006669
ENSG00000085563	V3C99_010198
ENSG00000085662	V3C99_000626
ENSG00000085662	V3C99_006736
ENSG00000085662	V3C99_007720
ENSG00000086475	V3C99_009248
ENSG00000086758	V3C99_007605
ENSG00000086848	V3C99_011823
ENSG00000087053	V3C99_016689
ENSG00000087076	V3C99_003720
ENSG00000087111	V3C99_009664
ENSG00000087157	V3C99_014631
ENSG00000087299	V3C99_013887
ENSG00000087470	V3C99_006714
ENSG00000088035	V3C99_009212
ENSG00000088386	V3C99_005060
ENSG00000088451	V3C99_019004
ENSG00000088766	V3C99_015308
ENSG00000088832	V3C99_004346
ENSG00000089057	V3C99_009746
ENSG00000089057	V3C99_015086
ENSG00000089060	V3C99_002919
ENSG00000089234	V3C99_010886
ENSG00000089597	V3C99_013909
ENSG00000090054	V3C99_011675
ENSG00000090661	V3C99_007732
ENSG00000090661	V3C99_018949
ENSG00000090857	V3C99_006019
ENSG00000090861	V3C99_003511
ENSG00000091137	V3C99_004142
ENSG00000091137	V3C99_009264
ENSG00000091137	V3C99_010285
ENSG00000091137	V3C99_016608
ENSG00000091137	V3C99_017215
ENSG00000091137	V3C99_019087
ENSG00000091138	V3C99_004142
ENSG00000091138	V3C99_009264
ENSG00000091138	V3C99_010285
ENSG00000091138	V3C99_017215
ENSG00000091138	V3C99_019087
ENSG00000091140	V3C99_007839
ENSG00000091483	V3C99_002878
ENSG00000091664	V3C99_001342
ENSG00000091704	V3C99_003539
ENSG00000091704	V3C99_003985
ENSG00000092009	V3C99_002654
ENSG00000092068	V3C99_004581
ENSG00000092529	V3C99_001972
ENSG00000092529	V3C99_010295
ENSG00000093217	V3C99_002403
ENSG00000094841	V3C99_005604
ENSG00000094914	V3C99_002842
ENSG00000094963	V3C99_005731
ENSG00000094963	V3C99_008333
ENSG00000095059	V3C99_011666
ENSG00000095139	V3C99_002839
ENSG00000095917	V3C99_002654
ENSG00000099194	V3C99_007524
ENSG00000099194	V3C99_007782
ENSG00000099381	V3C99_001526
ENSG00000099624	V3C99_011137
ENSG00000099795	V3C99_004594
ENSG00000099797	V3C99_012046
ENSG00000099810	V3C99_012522
ENSG00000099817	V3C99_009504
ENSG00000099821	V3C99_012808
ENSG00000100023	V3C99_010446
ENSG00000100024	V3C99_013517
ENSG00000100024	V3C99_013519
ENSG00000100031	V3C99_005104
ENSG00000100033	V3C99_009268
ENSG00000100075	V3C99_000116
ENSG00000100116	V3C99_007204
ENSG00000100197	V3C99_012815
ENSG00000100197	V3C99_013232
ENSG00000100197	V3C99_013894
ENSG00000100197	V3C99_015041
ENSG00000100197	V3C99_015153
ENSG00000100243	V3C99_016650
ENSG00000100253	V3C99_006763
ENSG00000100288	V3C99_007710
ENSG00000100294	V3C99_012063
ENSG00000100299	V3C99_011419
ENSG00000100299	V3C99_014604
ENSG00000100299	V3C99_014609
ENSG00000100348	V3C99_014447
ENSG00000100393	V3C99_002040
ENSG00000100412	V3C99_001274
ENSG00000100416	V3C99_010071
ENSG00000100417	V3C99_006958
ENSG00000100422	V3C99_005103
ENSG00000100479	V3C99_007528
ENSG00000100504	V3C99_015469
ENSG00000100522	V3C99_013206
ENSG00000100522	V3C99_013207
ENSG00000100554	V3C99_003055
ENSG00000100577	V3C99_018865
ENSG00000100596	V3C99_014944
ENSG00000100600	V3C99_001590
ENSG00000100600	V3C99_014710
ENSG00000100600	V3C99_014711
ENSG00000100600	V3C99_014714
ENSG00000100652	V3C99_000669
ENSG00000100714	V3C99_013492
ENSG00000100867	V3C99_007878
ENSG00000100889	V3C99_002776
ENSG00000100889	V3C99_005913
ENSG00000100938	V3C99_015782
ENSG00000100983	V3C99_012487
ENSG00000100994	V3C99_015469
ENSG00000100997	V3C99_016068
ENSG00000101146	V3C99_004095
ENSG00000101160	V3C99_003520
ENSG00000101187	V3C99_001827
ENSG00000101210	V3C99_002383
ENSG00000101210	V3C99_003627
ENSG00000101210	V3C99_013433
ENSG00000101276	V3C99_015768
ENSG00000101276	V3C99_015776
ENSG00000101290	V3C99_009634
ENSG00000101323	V3C99_015866
ENSG00000101333	V3C99_014060
ENSG00000101365	V3C99_018801
ENSG00000101438	V3C99_000700
ENSG00000101444	V3C99_003883
ENSG00000101464	V3C99_006324
ENSG00000101473	V3C99_013654
ENSG00000101473	V3C99_015552
ENSG00000101557	V3C99_005874
ENSG00000101577	V3C99_014798
ENSG00000101654	V3C99_003146
ENSG00000101868	V3C99_006184
ENSG00000101892	V3C99_017689
ENSG00000101911	V3C99_002320
ENSG00000101986	V3C99_010006
ENSG00000102030	V3C99_008535
ENSG00000102043	V3C99_007982
ENSG00000102125	V3C99_008408
ENSG00000102144	V3C99_018966
ENSG00000102144	V3C99_018967
ENSG00000102230	V3C99_005448
ENSG00000102309	V3C99_010197
ENSG00000102393	V3C99_019109
ENSG00000102452	V3C99_001682
ENSG00000102452	V3C99_009173
ENSG00000102575	V3C99_006985
ENSG00000102743	V3C99_002294
ENSG00000102780	V3C99_007868
ENSG00000102893	V3C99_008856
ENSG00000102900	V3C99_003155
ENSG00000102967	V3C99_003607
ENSG00000102967	V3C99_015081
ENSG00000102978	V3C99_003816
ENSG00000102978	V3C99_003825
ENSG00000103024	V3C99_006384
ENSG00000103064	V3C99_004581
ENSG00000103066	V3C99_006487
ENSG00000103150	V3C99_005741
ENSG00000103222	V3C99_017265
ENSG00000103257	V3C99_004581
ENSG00000103257	V3C99_007156
ENSG00000103266	V3C99_016089
ENSG00000103275	V3C99_007162
ENSG00000103375	V3C99_013863
ENSG00000103375	V3C99_013864
ENSG00000103375	V3C99_013865
ENSG00000103502	V3C99_011227
ENSG00000103546	V3C99_002815
ENSG00000103549	V3C99_001850
ENSG00000103569	V3C99_013343
ENSG00000103569	V3C99_015059
ENSG00000103569	V3C99_015362
ENSG00000103569	V3C99_018763
ENSG00000103876	V3C99_012784
ENSG00000104331	V3C99_004985
ENSG00000104343	V3C99_006170
ENSG00000104522	V3C99_002367
ENSG00000104524	V3C99_005133
ENSG00000104524	V3C99_006534
ENSG00000104635	V3C99_006590
ENSG00000104687	V3C99_004385
ENSG00000104723	V3C99_002119
ENSG00000104763	V3C99_006110
ENSG00000104774	V3C99_008494
ENSG00000104812	V3C99_017084
ENSG00000104823	V3C99_011883
ENSG00000104879	V3C99_004358
ENSG00000104879	V3C99_019083
ENSG00000104888	V3C99_001342
ENSG00000104907	V3C99_015968
ENSG00000105220	V3C99_004334
ENSG00000105254	V3C99_016534
ENSG00000105258	V3C99_013872
ENSG00000105379	V3C99_003484
ENSG00000105379	V3C99_003492
ENSG00000105409	V3C99_015570
ENSG00000105607	V3C99_011361
ENSG00000105650	V3C99_013385
ENSG00000105655	V3C99_013240
ENSG00000105669	V3C99_016837
ENSG00000105852	V3C99_006365
ENSG00000105852	V3C99_006366
ENSG00000105854	V3C99_006365
ENSG00000105854	V3C99_006366
ENSG00000105953	V3C99_010277
ENSG00000105953	V3C99_010278
ENSG00000106049	V3C99_001756
ENSG00000106105	V3C99_002295
ENSG00000106258	V3C99_008127
ENSG00000106302	V3C99_012647
ENSG00000106304	V3C99_012647
ENSG00000106348	V3C99_009482
ENSG00000106384	V3C99_004060
ENSG00000106384	V3C99_004062
ENSG00000106384	V3C99_004065
ENSG00000106384	V3C99_004067
ENSG00000106384	V3C99_013936
ENSG00000106392	V3C99_001869
ENSG00000106397	V3C99_013298
ENSG00000106628	V3C99_008793
ENSG00000106633	V3C99_005244
ENSG00000106633	V3C99_005245
ENSG00000106633	V3C99_007431
ENSG00000106853	V3C99_013360
ENSG00000106976	V3C99_012725
ENSG00000107242	V3C99_004077
ENSG00000107537	V3C99_008294
ENSG00000107614	V3C99_008027
ENSG00000107669	V3C99_004839
ENSG00000107669	V3C99_005146
ENSG00000107798	V3C99_000399
ENSG00000107798	V3C99_000401
ENSG00000107798	V3C99_000731
ENSG00000107819	V3C99_012971
ENSG00000107902	V3C99_016899
ENSG00000108439	V3C99_001796
ENSG00000108474	V3C99_005291
ENSG00000108479	V3C99_018926
ENSG00000108528	V3C99_012386
ENSG00000108576	V3C99_006008
ENSG00000108846	V3C99_017265
ENSG00000109065	V3C99_001399
ENSG00000109107	V3C99_002102
ENSG00000109107	V3C99_002103
ENSG00000109107	V3C99_002104
ENSG00000109107	V3C99_002108
ENSG00000109107	V3C99_002428
ENSG00000109181	V3C99_012650
ENSG00000109181	V3C99_012940
ENSG00000109181	V3C99_012941
ENSG00000109189	V3C99_000785
ENSG00000109323	V3C99_001632
ENSG00000109332	V3C99_006553
ENSG00000109452	V3C99_001382
ENSG00000109586	V3C99_014928
ENSG00000109685	V3C99_014755
ENSG00000109814	V3C99_003269
ENSG00000110066	V3C99_013254
ENSG00000110090	V3C99_010763
ENSG00000110436	V3C99_011106
ENSG00000110536	V3C99_010555
ENSG00000110583	V3C99_016257
ENSG00000110628	V3C99_007536
ENSG00000110713	V3C99_002289
ENSG00000110717	V3C99_001889
ENSG00000110717	V3C99_001890
ENSG00000110717	V3C99_001891
ENSG00000110717	V3C99_001896
ENSG00000110717	V3C99_001897
ENSG00000110717	V3C99_001898
ENSG00000110871	V3C99_001794
ENSG00000110887	V3C99_006169
ENSG00000110887	V3C99_015739
ENSG00000110921	V3C99_001163
ENSG00000110955	V3C99_002578
ENSG00000111237	V3C99_002372
ENSG00000111275	V3C99_013685
ENSG00000111275	V3C99_013686
ENSG00000111445	V3C99_000999
ENSG00000111640	V3C99_010571
ENSG00000111667	V3C99_003223
ENSG00000111669	V3C99_012447
ENSG00000111684	V3C99_007516
ENSG00000111696	V3C99_008742
ENSG00000111700	V3C99_014582
ENSG00000111713	V3C99_017084
ENSG00000111716	V3C99_013569
ENSG00000111716	V3C99_013570
ENSG00000111775	V3C99_001452
ENSG00000111775	V3C99_001454
ENSG00000111775	V3C99_001456
ENSG00000111880	V3C99_015246
ENSG00000112077	V3C99_014399
ENSG00000112077	V3C99_016113
ENSG00000112294	V3C99_010943
ENSG00000112304	V3C99_002586
ENSG00000112367	V3C99_003965
ENSG00000112473	V3C99_002461
ENSG00000112541	V3C99_003274
ENSG00000112699	V3C99_007019
ENSG00000112759	V3C99_006581
ENSG00000112759	V3C99_006620
ENSG00000112759	V3C99_008875
ENSG00000112759	V3C99_017588
ENSG00000112759	V3C99_018903
ENSG00000112893	V3C99_000685
ENSG00000112972	V3C99_015195
ENSG00000112992	V3C99_017362
ENSG00000113163	V3C99_006383
ENSG00000113231	V3C99_006014
ENSG00000113269	V3C99_002064
ENSG00000113407	V3C99_006339
ENSG00000113448	V3C99_013385
ENSG00000113456	V3C99_000818
ENSG00000113492	V3C99_004601
ENSG00000113504	V3C99_009272
ENSG00000113552	V3C99_001028
ENSG00000113569	V3C99_010182
ENSG00000113593	V3C99_012929
ENSG00000113643	V3C99_001316
ENSG00000113732	V3C99_007562
ENSG00000113924	V3C99_004133
ENSG00000114054	V3C99_018898
ENSG00000114124	V3C99_018421
ENSG00000114268	V3C99_005434
ENSG00000114268	V3C99_007244
ENSG00000114378	V3C99_012647
ENSG00000114480	V3C99_010495
ENSG00000114491	V3C99_016193
ENSG00000114573	V3C99_011680
ENSG00000114770	V3C99_019165
ENSG00000114771	V3C99_017615
ENSG00000114902	V3C99_004495
ENSG00000115020	V3C99_004185
ENSG00000115159	V3C99_003658
ENSG00000115252	V3C99_004043
ENSG00000115275	V3C99_008432
ENSG00000115286	V3C99_006507
ENSG00000115361	V3C99_001197
ENSG00000115419	V3C99_013172
ENSG00000115419	V3C99_013305
ENSG00000115652	V3C99_006636
ENSG00000115657	V3C99_001963
ENSG00000115665	V3C99_008513
ENSG00000115677	V3C99_013551
ENSG00000115828	V3C99_014667
ENSG00000115840	V3C99_011053
ENSG00000115866	V3C99_001130
ENSG00000115919	V3C99_017360
ENSG00000116039	V3C99_008328
ENSG00000116096	V3C99_002931
ENSG00000116120	V3C99_011026
ENSG00000116133	V3C99_011012
ENSG00000116171	V3C99_013429
ENSG00000116237	V3C99_005786
ENSG00000116337	V3C99_014882
ENSG00000116649	V3C99_010760
ENSG00000116704	V3C99_012495
ENSG00000116791	V3C99_003939
ENSG00000116984	V3C99_010919
ENSG00000117009	V3C99_015027
ENSG00000117118	V3C99_012920
ENSG00000117118	V3C99_012921
ENSG00000117118	V3C99_012922
ENSG00000117118	V3C99_013149
ENSG00000117143	V3C99_008668
ENSG00000117305	V3C99_018973
ENSG00000117308	V3C99_004030
ENSG00000117394	V3C99_013639
ENSG00000117394	V3C99_013640
ENSG00000117394	V3C99_013641
ENSG00000117410	V3C99_011683
ENSG00000117411	V3C99_016014
ENSG00000117411	V3C99_016015
ENSG00000117448	V3C99_000626
ENSG00000117448	V3C99_006736
ENSG00000117448	V3C99_007720
ENSG00000117461	V3C99_004686
ENSG00000117479	V3C99_013740
ENSG00000117479	V3C99_018879
ENSG00000117479	V3C99_018880
ENSG00000117480	V3C99_009992
ENSG00000117480	V3C99_009994
ENSG00000117528	V3C99_011624
ENSG00000117543	V3C99_011273
ENSG00000117592	V3C99_007942
ENSG00000117620	V3C99_010263
ENSG00000117643	V3C99_015526
ENSG00000117682	V3C99_004124
ENSG00000117984	V3C99_009538
ENSG00000118363	V3C99_013849
ENSG00000118514	V3C99_018964
ENSG00000118518	V3C99_004992
ENSG00000118596	V3C99_014960
ENSG00000118596	V3C99_014962
ENSG00000118705	V3C99_019066
ENSG00000119048	V3C99_007090
ENSG00000119125	V3C99_008033
ENSG00000119421	V3C99_000296
ENSG00000119523	V3C99_012156
ENSG00000119523	V3C99_016053
ENSG00000119537	V3C99_010050
ENSG00000119673	V3C99_017659
ENSG00000119689	V3C99_014716
ENSG00000119711	V3C99_011242
ENSG00000119723	V3C99_015162
ENSG00000119782	V3C99_004346
ENSG00000119899	V3C99_017521
ENSG00000119915	V3C99_002801
ENSG00000119938	V3C99_017456
ENSG00000120053	V3C99_016521
ENSG00000120329	V3C99_002294
ENSG00000120697	V3C99_014324
ENSG00000120992	V3C99_006122
ENSG00000121361	V3C99_018950
ENSG00000121578	V3C99_016014
ENSG00000121578	V3C99_016015
ENSG00000121579	V3C99_009211
ENSG00000121691	V3C99_013368
ENSG00000121691	V3C99_013370
ENSG00000121691	V3C99_013371
ENSG00000121879	V3C99_013666
ENSG00000121879	V3C99_013677
ENSG00000121897	V3C99_007460
ENSG00000122254	V3C99_009590
ENSG00000122254	V3C99_010200
ENSG00000122643	V3C99_005535
ENSG00000122787	V3C99_000626
ENSG00000122787	V3C99_006736
ENSG00000122787	V3C99_007720
ENSG00000122824	V3C99_005914
ENSG00000122884	V3C99_001230
ENSG00000122884	V3C99_001231
ENSG00000122884	V3C99_008255
ENSG00000123360	V3C99_004043
ENSG00000123454	V3C99_018096
ENSG00000123505	V3C99_004351
ENSG00000123643	V3C99_000117
ENSG00000123684	V3C99_013935
ENSG00000123836	V3C99_005434
ENSG00000123836	V3C99_007244
ENSG00000123983	V3C99_001177
ENSG00000123983	V3C99_019229
ENSG00000123989	V3C99_002661
ENSG00000124003	V3C99_004060
ENSG00000124003	V3C99_004062
ENSG00000124003	V3C99_004065
ENSG00000124003	V3C99_004067
ENSG00000124003	V3C99_013936
ENSG00000124067	V3C99_009272
ENSG00000124140	V3C99_009272
ENSG00000124155	V3C99_001329
ENSG00000124181	V3C99_012318
ENSG00000124253	V3C99_002776
ENSG00000124253	V3C99_005913
ENSG00000124275	V3C99_012834
ENSG00000124299	V3C99_003364
ENSG00000124299	V3C99_003365
ENSG00000124356	V3C99_009138
ENSG00000124406	V3C99_001680
ENSG00000124767	V3C99_013687
ENSG00000125166	V3C99_004410
ENSG00000125255	V3C99_010964
ENSG00000125430	V3C99_009590
ENSG00000125430	V3C99_010200
ENSG00000125450	V3C99_011766
ENSG00000125454	V3C99_009828
ENSG00000125505	V3C99_005399
ENSG00000125630	V3C99_005246
ENSG00000125772	V3C99_011000
ENSG00000125772	V3C99_018923
ENSG00000125877	V3C99_002302
ENSG00000126261	V3C99_012793
ENSG00000127125	V3C99_000743
ENSG00000127445	V3C99_010856
ENSG00000127481	V3C99_003597
ENSG00000127884	V3C99_004001
ENSG00000127948	V3C99_002680
ENSG00000128039	V3C99_016023
ENSG00000128050	V3C99_011381
ENSG00000128059	V3C99_001939
ENSG00000128294	V3C99_002259
ENSG00000128524	V3C99_012365
ENSG00000128524	V3C99_012367
ENSG00000128609	V3C99_007060
ENSG00000128683	V3C99_002357
ENSG00000128708	V3C99_003014
ENSG00000128928	V3C99_009837
ENSG00000128951	V3C99_013281
ENSG00000129083	V3C99_013504
ENSG00000129128	V3C99_001033
ENSG00000129151	V3C99_013411
ENSG00000129187	V3C99_004405
ENSG00000129244	V3C99_017689
ENSG00000129353	V3C99_019111
ENSG00000129562	V3C99_005438
ENSG00000129596	V3C99_004669
ENSG00000129596	V3C99_012636
ENSG00000130052	V3C99_001743
ENSG00000130066	V3C99_002838
ENSG00000130227	V3C99_016551
ENSG00000130234	V3C99_017307
ENSG00000130304	V3C99_008969
ENSG00000130304	V3C99_009717
ENSG00000130313	V3C99_018725
ENSG00000130508	V3C99_015853
ENSG00000130822	V3C99_006806
ENSG00000130939	V3C99_013632
ENSG00000130957	V3C99_017303
ENSG00000130957	V3C99_017304
ENSG00000130958	V3C99_012495
ENSG00000130985	V3C99_008800
ENSG00000131013	V3C99_003218
ENSG00000131055	V3C99_004339
ENSG00000131069	V3C99_001327
ENSG00000131100	V3C99_009210
ENSG00000131143	V3C99_004339
ENSG00000131183	V3C99_017762
ENSG00000131238	V3C99_003195
ENSG00000131238	V3C99_003238
ENSG00000131446	V3C99_005112
ENSG00000131459	V3C99_009819
ENSG00000131473	V3C99_010482
ENSG00000131495	V3C99_018979
ENSG00000131508	V3C99_006553
ENSG00000131730	V3C99_004358
ENSG00000131730	V3C99_019083
ENSG00000131748	V3C99_000734
ENSG00000131781	V3C99_005731
ENSG00000131781	V3C99_008333
ENSG00000131828	V3C99_013633
ENSG00000131873	V3C99_003240
ENSG00000131979	V3C99_016117
ENSG00000132182	V3C99_005844
ENSG00000132330	V3C99_011220
ENSG00000132388	V3C99_000123
ENSG00000132423	V3C99_008716
ENSG00000132437	V3C99_010875
ENSG00000132517	V3C99_015768
ENSG00000132517	V3C99_015776
ENSG00000132570	V3C99_005053
ENSG00000132664	V3C99_003178
ENSG00000132677	V3C99_014399
ENSG00000132681	V3C99_015570
ENSG00000132793	V3C99_014798
ENSG00000133056	V3C99_017290
ENSG00000133065	V3C99_008535
ENSG00000133121	V3C99_001743
ENSG00000133275	V3C99_003304
ENSG00000133313	V3C99_015651
ENSG00000133313	V3C99_017660
ENSG00000133315	V3C99_014358
ENSG00000133328	V3C99_009426
ENSG00000133328	V3C99_009436
ENSG00000133706	V3C99_001740
ENSG00000133731	V3C99_006129
ENSG00000134014	V3C99_001014
ENSG00000134240	V3C99_015195
ENSG00000134255	V3C99_017086
ENSG00000134324	V3C99_014798
ENSG00000134333	V3C99_013569
ENSG00000134333	V3C99_013570
ENSG00000134440	V3C99_006278
ENSG00000134684	V3C99_004497
ENSG00000134716	V3C99_012815
ENSG00000134716	V3C99_013232
ENSG00000134716	V3C99_013894
ENSG00000134716	V3C99_015041
ENSG00000134716	V3C99_015153
ENSG00000134824	V3C99_008394
ENSG00000134824	V3C99_010365
ENSG00000135002	V3C99_010368
ENSG00000135047	V3C99_003376
ENSG00000135069	V3C99_004541
ENSG00000135226	V3C99_012650
ENSG00000135226	V3C99_012940
ENSG00000135226	V3C99_012941
ENSG00000135241	V3C99_009915
ENSG00000135372	V3C99_006463
ENSG00000135390	V3C99_001405
ENSG00000135423	V3C99_013172
ENSG00000135423	V3C99_013305
ENSG00000135437	V3C99_015840
ENSG00000135587	V3C99_004740
ENSG00000135587	V3C99_004774
ENSG00000135677	V3C99_006464
ENSG00000135697	V3C99_000842
ENSG00000135740	V3C99_009975
ENSG00000135821	V3C99_010370
ENSG00000135845	V3C99_005808
ENSG00000135917	V3C99_013740
ENSG00000135917	V3C99_018879
ENSG00000135917	V3C99_018880
ENSG00000135940	V3C99_005561
ENSG00000136010	V3C99_009801
ENSG00000136143	V3C99_010971
ENSG00000136267	V3C99_001484
ENSG00000136371	V3C99_003307
ENSG00000136448	V3C99_002024
ENSG00000136531	V3C99_017154
ENSG00000136720	V3C99_012297
ENSG00000136750	V3C99_002357
ENSG00000136868	V3C99_004227
ENSG00000136872	V3C99_002102
ENSG00000136872	V3C99_002103
ENSG00000136872	V3C99_002104
ENSG00000136872	V3C99_002108
ENSG00000136872	V3C99_002428
ENSG00000136877	V3C99_003895
ENSG00000136881	V3C99_017659
ENSG00000136888	V3C99_005101
ENSG00000136960	V3C99_000727
ENSG00000137168	V3C99_008746
ENSG00000137198	V3C99_015782
ENSG00000137200	V3C99_013086
ENSG00000137700	V3C99_009829
ENSG00000137770	V3C99_004532
ENSG00000137825	V3C99_005794
ENSG00000137857	V3C99_002766
ENSG00000137857	V3C99_002767
ENSG00000137860	V3C99_013328
ENSG00000137992	V3C99_012238
ENSG00000137996	V3C99_011160
