	GeneID1	GeneID2	Prots1list	Prots2list	Lv_support_unified	Lv_support_list	SupportedBy_unified	SupportedBy_list	Identity_min	Identity_max	Identity_list	e_val_min	e_val_max	e_val_list
10	ENSG00000001630	V3C99_015041	['NP_001139624', 'NP_001139624', 'NP_000777', 'NP_000777']	['XGW03545.1', 'XGW03546.1', 'XGW03545.1', 'XGW03546.1']	1	[1, 1, 1, 1]	['S']	[['S'], ['S'], ['S'], ['S']]	0.0	0.0	[0.0, 0.0, 0.0, 0.0]	0.0	0.0	[0.0, 0.0, 0.0, 0.0]
11	ENSG00000001630	V3C99_015153	['NP_001139624', 'NP_001139624', 'NP_000777', 'NP_000777']	['XGW03765.1', 'XGW03764.1', 'XGW03765.1', 'XGW03764.1']	1	[1, 1, 1, 1]	['S']	[['S'], ['S'], ['S'], ['S']]	0.0	0.0	[0.0, 0.0, 0.0, 0.0]	0.0	0.0	[0.0, 0.0, 0.0, 0.0]
12	ENSG00000002549	V3C99_014572	['NP_056991', 'NP_056991', 'NP_056991', 'NP_056991']	['XGW02629.1', 'XGW02631.1', 'XGW02632.1', 'XGW02630.1']	3	[3, 3, 3, 3]	['B', 'F', 'S']	[['S', 'F', 'B'], ['S', 'F', 'B'], ['S', 'F', 'B'], ['S', 'F', 'B']]	0.0	27.397	[0.0, 25.078, 27.397, 0.0]	0.0	2.13e-11	[0.0, 1.54e-11, 2.13e-11, 0.0]
13	ENSG00000002587	V3C99_009590	['NP_005105', 'NP_005105']	['XGW30748.1', 'XGW30747.1']	1	[1, 1]	['O']	[['O'], ['O']]	40.149	40.52	[40.149, 40.52]	5.599999999999999e-68	1.1799999999999998e-67	[1.1799999999999998e-67, 5.599999999999999e-68]
14	ENSG00000002587	V3C99_010200	['NP_005105', 'NP_005105']	['XGW31832.1', 'XGW31833.1']	1	[1, 1]	['O']	[['O'], ['O']]	40.892	40.892	[40.892, 40.892]	7.14e-71	7.14e-71	[7.14e-71, 7.14e-71]
15	ENSG00000002587	V3C99_010508	['NP_005105', 'NP_005105']	['XGW07376.1', 'XGW07375.1']	3	[3, 3]	['F', 'O', 'S']	[['O', 'S', 'F'], ['O', 'S', 'F']]	45.627	45.627	[45.627, 45.627]	8.26e-80	8.4e-80	[8.26e-80, 8.4e-80]
16	ENSG00000002746	V3C99_003065	['NP_055867', 'NP_001273988']	['XGW18966.1', 'XGW18966.1']	2	[2, 2]	['B', 'S']	[['S', 'B'], ['S', 'B']]	39.327	39.46	[39.46, 39.327]	2.62e-172	1.4699999999999999e-170	[2.62e-172, 1.4699999999999999e-170]
17	ENSG00000003987	V3C99_007982	['NP_004677', 'NP_004677', 'NP_004677', 'NP_004677']	['XGW27824.1', 'XGW27822.1', 'XGW27825.1', 'XGW27823.1']	3	[1, 3, 1, 3]	['B', 'O', 'S']	[['B'], ['O', 'S', 'B'], ['B'], ['O', 'S', 'B']]	0.0	44.759	[35.354, 44.759, 0.0, 44.667]	0.0	1.62e-29	[1.62e-29, 0.0, 0.0, 0.0]
18	ENSG00000003989	V3C99_011188	['NP_001008539', 'NP_003037', 'NP_001357266', 'NP_001357267', 'NP_001158243']	['XGW08670.1', 'XGW08670.1', 'XGW08670.1', 'XGW08670.1', 'XGW08670.1']	2	[2, 2, 2, 2, 2]	['O', 'S']	[['O', 'S'], ['O', 'S'], ['O', 'S'], ['O', 'S'], ['O', 'S']]	40.167	40.667	[40.333, 40.5, 40.667, 40.333, 40.167]	6.37e-140	8.49e-137	[6.37e-140, 8.49e-137, 4.36e-137, 6.37e-140, 1.67e-139]
19	ENSG00000003989	V3C99_013404	['NP_001008539', 'NP_003037', 'NP_001357266', 'NP_001357267', 'NP_001158243']	['XGW12713.1', 'XGW12713.1', 'XGW12713.1', 'XGW12713.1', 'XGW12713.1']	3	[3, 3, 3, 3, 3]	['B', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B']]	36.921	36.921	[36.921, 36.921, 36.921, 36.921, 36.921]	6.09e-118	3.16e-116	[6.09e-118, 3.16e-116, 4.9200000000000004e-117, 6.09e-118, 4.1e-117]
20	ENSG00000004455	V3C99_006326	['NP_001186128', 'NP_001306071', 'NP_001306068', 'NP_037543', 'NP_001616', 'NP_001306070', 'NP_001306072', 'NP_001306069']	['XGW24772.1', 'XGW24772.1', 'XGW24772.1', 'XGW24772.1', 'XGW24772.1', 'XGW24772.1', 'XGW24772.1', 'XGW24772.1']	4	[3, 3, 3, 4, 3, 4, 1, 3]	['B', 'F', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'F', 'B'], ['O', 'S', 'B'], ['O', 'S', 'F', 'B'], ['B'], ['O', 'S', 'B']]	56.481	70.707	[65.741, 56.481, 67.403, 68.981, 67.421, 68.981, 70.707, 65.591]	3.6299999999999997e-106	5.859999999999999e-45	[1.44e-98, 9.4e-78, 3.27e-84, 3.6299999999999997e-106, 4.4e-106, 3.6699999999999997e-106, 5.859999999999999e-45, 6.95e-84]
21	ENSG00000004478	V3C99_014162	['NP_002005', 'NP_002005']	['XGW01852.1', 'XGW01851.1']	3	[3, 3]	['F', 'O', 'S']	[['O', 'S', 'F'], ['O', 'S', 'F']]	42.18	42.18	[42.18, 42.18]	2.1500000000000001e-116	2.1500000000000001e-116	[2.1500000000000001e-116, 2.1500000000000001e-116]
22	ENSG00000004779	V3C99_007662	['NP_004994']	['XGW27228.1']	3	[3]	['B', 'F', 'S']	[['S', 'F', 'B']]	60.87	60.87	[60.87]	1.93e-25	1.93e-25	[1.93e-25]
23	ENSG00000004799	V3C99_002895	['NP_002603']	['XGW18641.1']	3	[3]	['B', 'O', 'S']	[['O', 'S', 'B']]	50.128	50.128	[50.128]	8.26e-136	8.26e-136	[8.26e-136]
24	ENSG00000004809	V3C99_000776	['NP_149116', 'NP_149116']	['XGW14768.1', 'XGW14767.1']	1	[1, 1]	['O']	[['O'], ['O']]	26.392	26.392	[26.392, 26.392]	1.92e-31	6.33e-31	[6.33e-31, 1.92e-31]
25	ENSG00000004809	V3C99_002968	['NP_149116', 'NP_149116', 'NP_149116']	['XGW18794.1', 'XGW18792.1', 'XGW18793.1']	1	[1, 1, 1]	['O']	[['O'], ['O'], ['O']]	25.18	26.044	[25.18, 25.18, 26.044]	7.960000000000001e-21	1.29e-18	[1.29e-18, 1.29e-18, 7.960000000000001e-21]
26	ENSG00000004809	V3C99_005356	['NP_149116', 'NP_149116', 'NP_149116']	['XGW23047.1', 'XGW23045.1', 'XGW23046.1']	1	[1, 1, 1]	['O']	[['O'], ['O'], ['O']]	29.463	29.534	[29.463, 29.463, 29.534]	8.08e-75	2.76e-74	[9.63e-75, 8.08e-75, 2.76e-74]
27	ENSG00000004809	V3C99_007408	['NP_149116']	['XGW26799.1']	1	[1]	['O']	[['O']]	28.155	28.155	[28.155]	9.32e-28	9.32e-28	[9.32e-28]
28	ENSG00000004809	V3C99_009931	['NP_149116', 'NP_149116']	['XGW31351.1', 'XGW31350.1']	1	[1, 1]	['O']	[['O'], ['O']]	25.389	25.594	[25.389, 25.594]	6.35e-26	8.41e-26	[8.41e-26, 6.35e-26]
29	ENSG00000004809	V3C99_010401	['NP_149116', 'NP_149116']	['XGW32193.1', 'XGW32192.1']	1	[1, 1]	['O']	[['O'], ['O']]	27.951	27.951	[27.951, 27.951]	3.38e-61	9.54e-61	[9.54e-61, 3.38e-61]
30	ENSG00000004809	V3C99_011096	['NP_149116']	['XGW08491.1']	1	[1]	['O']	[['O']]	28.502	28.502	[28.502]	1.3899999999999999e-40	1.3899999999999999e-40	[1.3899999999999999e-40]
31	ENSG00000004809	V3C99_011097	['NP_149116', 'NP_149116', 'NP_149116']	['XGW08493.1', 'XGW08492.1', 'XGW08494.1']	1	[1, 1, 1]	['O']	[['O'], ['O'], ['O']]	29.917	30.198	[30.198, 30.198, 29.917]	1.6099999999999999e-41	3.38e-32	[1.6099999999999999e-41, 1.6099999999999999e-41, 3.38e-32]
32	ENSG00000004809	V3C99_011897	['NP_149116']	['XGW09983.1']	1	[1]	['O']	[['O']]	26.683	26.683	[26.683]	5.83e-39	5.83e-39	[5.83e-39]
33	ENSG00000004809	V3C99_013802	['NP_149116', 'NP_149116']	['XGW01122.1', 'XGW01123.1']	1	[1, 1]	['O']	[['O'], ['O']]	22.573	22.573	[22.573, 22.573]	2.17e-21	2.17e-21	[2.17e-21, 2.17e-21]
34	ENSG00000004809	V3C99_015648	['NP_149116', 'NP_149116', 'NP_149116']	['XGW04620.1', 'XGW04621.1', 'XGW04622.1']	1	[1, 1, 1]	['O']	[['O'], ['O'], ['O']]	25.564	26.4	[25.564, 26.4, 25.564]	2.39e-31	1.2399999999999999e-23	[3.4e-31, 1.2399999999999999e-23, 2.39e-31]
35	ENSG00000004809	V3C99_015681	['NP_149116']	['XGW04689.1']	1	[1]	['O']	[['O']]	24.331	24.331	[24.331]	6.75e-22	6.75e-22	[6.75e-22]
36	ENSG00000004864	V3C99_011053	['NP_001153682', 'NP_001153682', 'NP_055066', 'NP_055066']	['XGW08420.1', 'XGW08421.1', 'XGW08420.1', 'XGW08421.1']	2	[2, 2, 2, 2]	['O', 'S']	[['O', 'S'], ['O', 'S'], ['O', 'S'], ['O', 'S']]	55.865	56.822	[55.865, 56.528, 56.148, 56.822]	0.0	0.0	[0.0, 0.0, 0.0, 0.0]
37	ENSG00000004939	V3C99_009459	['NP_000333']	['XGW30503.1']	1	[1]	['S']	[['S']]	29.535	29.535	[29.535]	1.06e-124	1.06e-124	[1.06e-124]
38	ENSG00000004961	V3C99_010484	['NP_001165462', 'NP_005324', 'NP_001116080']	['XGW07322.1', 'XGW07322.1', 'XGW07322.1']	3	[3, 3, 3]	['F', 'O', 'S']	[['O', 'S', 'F'], ['O', 'S', 'F'], ['O', 'S', 'F']]	55.804	55.804	[55.804, 55.804, 55.804]	2.72e-81	2.72e-81	[2.72e-81, 2.72e-81, 2.72e-81]
39	ENSG00000005022	V3C99_001284	['NP_001143', 'NP_001143']	['XGW15713.1', 'XGW15712.1']	2	[2, 2]	['O', 'S']	[['O', 'S'], ['O', 'S']]	70.99	70.99	[70.99, 70.99]	2.3499999999999997e-146	2.3499999999999997e-146	[2.3499999999999997e-146, 2.3499999999999997e-146]
40	ENSG00000005022	V3C99_008933	['NP_001143']	['XGW29495.1']	2	[2]	['O', 'S']	[['O', 'S']]	69.759	69.759	[69.759]	2.7e-143	2.7e-143	[2.7e-143]
41	ENSG00000005022	V3C99_017421	['NP_001143', 'NP_001143']	['XGW32890.1', 'XGW32891.1']	1	[1, 1]	['B']	[['B'], ['B']]	46.622	46.622	[46.622, 46.622]	9.45e-91	9.45e-91	[9.45e-91, 9.45e-91]
42	ENSG00000005075	V3C99_001940	['NP_001380848', 'NP_001380848', 'NP_006225', 'NP_006225', 'NP_001358029', 'NP_001358029']	['XGW16904.1', 'XGW16903.1', 'XGW16904.1', 'XGW16903.1', 'XGW16904.1', 'XGW16903.1']	4	[3, 3, 4, 4, 2, 2]	['B', 'F', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'F', 'B'], ['O', 'S', 'F', 'B'], ['F', 'B'], ['F', 'B']]	51.754	74.528	[74.528, 74.528, 70.175, 70.175, 51.754, 51.754]	2.77e-57	3.9300000000000004e-33	[1.1899999999999999e-55, 1.1899999999999999e-55, 2.77e-57, 2.77e-57, 3.9300000000000004e-33, 3.9300000000000004e-33]
43	ENSG00000005187	V3C99_003116	['NP_005613']	['XGW19043.1']	1	[1]	['S']	[['S']]	23.553	23.553	[23.553]	6.03e-25	6.03e-25	[6.03e-25]
44	ENSG00000005187	V3C99_003776	['NP_005613']	['XGW20229.1']	1	[1]	['S']	[['S']]	23.553	23.553	[23.553]	6.03e-25	6.03e-25	[6.03e-25]
45	ENSG00000005187	V3C99_011751	['NP_973729', 'NP_973729']	['XGW09725.1', 'XGW09723.1']	1	[1, 1]	['S']	[['S'], ['S']]	0.0	0.0	[0.0, 0.0]	0.0	0.0	[0.0, 0.0]
46	ENSG00000005187	V3C99_016684	['NP_973729', 'NP_973729', 'NP_973729']	['XGW06562.1', 'XGW06564.1', 'XGW06563.1']	1	[1, 1, 1]	['S']	[['S'], ['S'], ['S']]	0.0	0.0	[0.0, 0.0, 0.0]	0.0	0.0	[0.0, 0.0, 0.0]
47	ENSG00000005187	V3C99_019068	['NP_973729', 'NP_973729', 'NP_005613', 'NP_005613']	['XGW35550.1', 'XGW35549.1', 'XGW35550.1', 'XGW35549.1']	1	[1, 1, 1, 1]	['B']	[['B'], ['B'], ['B'], ['B']]	24.516	27.439	[24.516, 24.516, 27.291, 27.439]	9.1e-41	4.02e-14	[2.71e-14, 4.02e-14, 9.1e-41, 1.91e-40]
48	ENSG00000005339	V3C99_002040	['NP_004371', 'NP_004371', 'NP_004371', 'NP_004371', 'NP_001073315', 'NP_001073315', 'NP_001073315', 'NP_001073315']	['XGW17101.1', 'XGW17100.1', 'XGW17103.1', 'XGW17102.1', 'XGW17101.1', 'XGW17100.1', 'XGW17103.1', 'XGW17102.1']	3	[3, 3, 3, 3, 3, 3, 3, 3]	['B', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B']]	37.313	46.491	[45.115, 46.491, 46.491, 46.491, 37.838, 37.313, 37.313, 37.313]	1.36e-62	3.7200000000000004e-37	[1.8e-60, 1.44e-62, 1.36e-62, 1.36e-62, 9.42e-38, 3.7200000000000004e-37, 3.6300000000000003e-37, 3.2200000000000003e-37]
49	ENSG00000005381	V3C99_010828	['NP_000241', 'NP_000241', 'NP_000241']	['XGW08011.1', 'XGW08013.1', 'XGW08012.1']	1	[1, 1, 1]	['O']	[['O'], ['O'], ['O']]	33.694	34.105	[33.694, 34.105, 33.694]	2.23e-106	6.3e-105	[6.3e-105, 2.23e-106, 6.3e-105]
50	ENSG00000005381	V3C99_010838	['NP_000241']	['XGW08032.1']	1	[1]	['O']	[['O']]	33.969	33.969	[33.969]	4.83e-97	4.83e-97	[4.83e-97]
51	ENSG00000005381	V3C99_011835	['NP_000241', 'NP_000241']	['XGW09883.1', 'XGW09881.1']	1	[1, 1]	['O']	[['O'], ['O']]	35.714	35.714	[35.714, 35.714]	1.73e-101	3.1e-101	[1.73e-101, 3.1e-101]
52	ENSG00000005421	V3C99_006365	['NP_000437']	['XGW24846.1']	4	[4]	['B', 'F', 'O', 'S']	[['O', 'S', 'F', 'B']]	26.462	26.462	[26.462]	1.1700000000000001e-32	1.1700000000000001e-32	[1.1700000000000001e-32]
53	ENSG00000005421	V3C99_006366	['NP_000437']	['XGW24847.1']	3	[3]	['B', 'O', 'S']	[['O', 'S', 'B']]	27.16	27.16	[27.16]	7.82e-27	7.82e-27	[7.82e-27]
54	ENSG00000005469	V3C99_013759	['NP_001230674', 'NP_001137407', 'NP_066974']	['XGW01053.1', 'XGW01053.1', 'XGW01053.1']	3	[1, 3, 3]	['F', 'O', 'S']	[['F'], ['O', 'S', 'F'], ['O', 'S', 'F']]	0.0	34.305	[0.0, 33.224, 34.305]	0.0	7.6e-103	[0.0, 7.6e-103, 2.07e-108]
55	ENSG00000005471	V3C99_006117	['NP_000434', 'NP_000434', 'NP_000434', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061337', 'NP_061337', 'NP_061337']	['XGW24443.1', 'XGW24441.1', 'XGW24442.1', 'XGW24443.1', 'XGW24441.1', 'XGW24442.1', 'XGW24443.1', 'XGW24441.1', 'XGW24442.1']	1	[1, 1, 1, 1, 1, 1, 1, 1, 1]	['O']	[['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]	42.912	45.166	[44.402, 44.222, 45.166, 43.089, 42.912, 43.819, 44.24, 44.24, 44.996]	0.0	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
56	ENSG00000005471	V3C99_006669	['NP_000434', 'NP_000434', 'NP_000434', 'NP_000434', 'NP_000434', 'NP_000434', 'NP_000434', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061338', 'NP_061337', 'NP_061337', 'NP_061337', 'NP_061337', 'NP_061337', 'NP_061337', 'NP_061337']	['XGW25422.1', 'XGW25425.1', 'XGW25426.1', 'XGW25424.1', 'XGW25423.1', 'XGW25421.1', 'XGW25420.1', 'XGW25422.1', 'XGW25425.1', 'XGW25426.1', 'XGW25424.1', 'XGW25423.1', 'XGW25421.1', 'XGW25420.1', 'XGW25422.1', 'XGW25425.1', 'XGW25426.1', 'XGW25424.1', 'XGW25423.1', 'XGW25421.1', 'XGW25420.1']	3	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]	['B', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B']]	36.031	36.909	[36.834, 36.909, 36.909, 36.909, 36.031, 36.834, 36.834, 36.834, 36.909, 36.909, 36.909, 36.031, 36.834, 36.834, 36.834, 36.909, 36.909, 36.909, 36.031, 36.834, 36.834]	8.17e-123	8.37e-120	[6.94e-121, 7.67e-120, 7.67e-120, 5.46e-120, 2.46e-122, 1.8300000000000002e-122, 4.79e-121, 3e-121, 2.25e-120, 2.25e-120, 1.73e-120, 8.17e-123, 9.53e-123, 1.6100000000000001e-121, 9.16e-121, 8.37e-120, 8.37e-120, 5.39e-120, 2.7100000000000003e-122, 2.92e-122, 6.38e-121]
57	ENSG00000005471	V3C99_010198	['NP_000434', 'NP_061338', 'NP_061337']	['XGW31829.1', 'XGW31829.1', 'XGW31829.1']	3	[3, 3, 3]	['B', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B']]	35.505	35.505	[35.505, 35.505, 35.505]	1.2e-112	4.93e-112	[4.93e-112, 1.2e-112, 4.08e-112]
58	ENSG00000005471	V3C99_012722	['NP_000434', 'NP_000434', 'NP_061338', 'NP_061338', 'NP_061337', 'NP_061337']	['XGW11458.1', 'XGW11457.1', 'XGW11458.1', 'XGW11457.1', 'XGW11458.1', 'XGW11457.1']	1	[1, 1, 1, 1, 1, 1]	['O']	[['O'], ['O'], ['O'], ['O'], ['O'], ['O']]	37.415	42.292	[42.292, 42.292, 37.415, 37.415, 42.06, 42.06]	0.0	6.2e-105	[0.0, 0.0, 6.2e-105, 6.2e-105, 0.0, 0.0]
59	ENSG00000005471	V3C99_013481	['NP_000434', 'NP_000434', 'NP_061338', 'NP_061338', 'NP_061337', 'NP_061337']	['XGW12863.1', 'XGW12862.1', 'XGW12863.1', 'XGW12862.1', 'XGW12863.1', 'XGW12862.1']	1	[1, 1, 1, 1, 1, 1]	['O']	[['O'], ['O'], ['O'], ['O'], ['O'], ['O']]	35.737	43.528	[43.528, 43.528, 35.737, 35.737, 43.282, 43.282]	0.0	7.78e-105	[0.0, 0.0, 7.78e-105, 5.0000000000000004e-105, 0.0, 0.0]
60	ENSG00000005810	V3C99_016398	['NP_055872', 'NP_055872', 'NP_055872']	['XGW06025.1', 'XGW06024.1', 'XGW06023.1']	3	[3, 3, 3]	['F', 'O', 'S']	[['O', 'S', 'F'], ['O', 'S', 'F'], ['O', 'S', 'F']]	33.654	33.654	[33.654, 33.654, 33.654]	8.13e-25	9.2e-25	[8.13e-25, 8.13e-25, 9.2e-25]
61	ENSG00000005882	V3C99_002895	['NP_001186827', 'NP_001186828', 'NP_002602']	['XGW18641.1', 'XGW18641.1', 'XGW18641.1']	4	[3, 3, 4]	['B', 'F', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'F', 'B']]	51.682	52.139	[51.682, 51.682, 52.139]	1.95e-138	5.4799999999999996e-120	[5.4799999999999996e-120, 5.4799999999999996e-120, 1.95e-138]
62	ENSG00000006007	V3C99_000022	['NP_001310996', 'NP_001310996', 'NP_001310996', 'NP_001310996', 'NP_001310995', 'NP_001310995', 'NP_001310995', 'NP_001310995', 'NP_057725', 'NP_057725', 'NP_057725', 'NP_057725']	['XGW13356.1', 'XGW13357.1', 'XGW13358.1', 'XGW13359.1', 'XGW13356.1', 'XGW13357.1', 'XGW13358.1', 'XGW13359.1', 'XGW13356.1', 'XGW13357.1', 'XGW13358.1', 'XGW13359.1']	3	[3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3]	['B', 'O', 'S']	[['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['S', 'B'], ['S', 'B'], ['S', 'B'], ['S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B'], ['O', 'S', 'B']]	26.606	29.483	[26.829, 26.829, 26.829, 26.829, 26.606, 26.606, 26.606, 26.606, 29.483, 29.483, 29.483, 29.483]	3.3300000000000003e-36	1.64e-20	[2.8299999999999997e-24, 2.8299999999999997e-24, 2.8299999999999997e-24, 2.21e-24, 1.64e-20, 1.64e-20, 1.64e-20, 1.62e-20, 3.92e-36, 3.92e-36, 3.92e-36, 3.3300000000000003e-36]
63	ENSG00000006007	V3C99_016489	['NP_001310996', 'NP_001310996', 'NP_001310995', 'NP_001310995', 'NP_057725', 'NP_057725']	['XGW06213.1', 'XGW06212.1', 'XGW06213.1', 'XGW06212.1', 'XGW06213.1', 'XGW06212.1']	2	[2, 2, 1, 1, 2, 2]	['O', 'S']	[['O', 'S'], ['O', 'S'], ['S'], ['S'], ['O', 'S'], ['O', 'S']]	0.0	27.686	[25.726, 25.726, 0.0, 0.0, 27.686, 27.686]	0.0	9.61e-20	[9.61e-20, 9.2e-20, 0.0, 0.0, 6.97e-28, 6.91e-28]
64	ENSG00000006071	V3C99_019165	['NP_001274103', 'NP_000343', 'NP_001338225', 'NP_001338226', 'NP_001338224']	['XGW35756.1', 'XGW35756.1', 'XGW35756.1', 'XGW35756.1', 'XGW35756.1']	1	[1, 1, 1, 1, 1]	['B']	[['B'], ['B'], ['B'], ['B'], ['B']]	28.705	28.889	[28.807, 28.828, 28.705, 28.726, 28.889]	7.03e-180	4.85e-178	[1.8e-179, 1.47e-179, 4.85e-178, 3.75e-178, 7.03e-180]
65	ENSG00000006530	V3C99_013263	['NP_060708', 'NP_060708', 'NP_001351877', 'NP_001351877']	['XGW12418.1', 'XGW12417.1', 'XGW12418.1', 'XGW12417.1']	2	[2, 2, 2, 2]	['B', 'S']	[['S', 'B'], ['S', 'B'], ['S', 'B'], ['S', 'B']]	30.627	30.769	[30.769, 30.627, 30.769, 30.627]	1.5e-32	7.000000000000001e-31	[5.950000000000001e-32, 7.000000000000001e-31, 1.5e-32, 1.7e-31]
66	ENSG00000006534	V3C99_013645	['NP_001025181']	['XGW13179.1']	1	[1]	['O']	[['O']]	42.493	42.493	[42.493]	1.6e-92	1.6e-92	[1.6e-92]
67	ENSG00000006534	V3C99_013646	['NP_001025181', 'NP_001025181', 'NP_001025181', 'NP_001276987']	['XGW13181.1', 'XGW13182.1', 'XGW13180.1', 'XGW13180.1']	1	[1, 1, 1, 1]	['O', 'S']	[['O'], ['O'], ['O'], ['S']]	36.184	38.353	[38.353, 38.353, 38.353, 36.184]	4.62e-96	1.18e-19	[6.22e-96, 8.67e-96, 4.62e-96, 1.18e-19]
