Protein_ID	Geneid	gene_ID	Chr	Start	End	Strand	Length	egg_TPM	L1_TPM	L2_TPM_mean	L3_TPM_mean	L4f_TPM	L4m_TPM	Af_TPM_mean	Am_TPM_mean
XGW15409.1	Hcon5G00000010619.1	V3C99_001130	Hc_chr3	18203165	18208112	+	2203	22.26170486868695	13.056376447930734	8.497662897385442	0.9962266918007994	10.49077804695697	4.694757759820093	0.4347825839029637	0.701355566148226
XGW15536.1	Hcon5G00000010686.1	V3C99_001197	Hc_chr3	19399940	19404559	+	1351	0.0	0.0	0.0	0.0408934638149231	0.0	0.0	0.0	0.0
XGW15639.1	Hcon5G00000010733.1	V3C99_001244	Hc_chr3	20023333	20028298	-	1785	136.7198877894481	92.82341473969484	251.36087068836383	117.03715480026932	90.38780290529144	31.333393702103297	183.2802941863379	36.48456838767345
XGW15681.1	Hcon5G00000010753.1	V3C99_001264	Hc_chr3	20323731	20325869	+	2139	41.61435284647913	13.769114620210711	19.9633612393538	32.035817938774294	45.41018324857448	3.8024603590988297	80.59573156052966	15.850300374621163
XGW15689.1	Hcon5G00000010759.1	V3C99_001270	Hc_chr3	20380958	20383096	+	2139	30.78034373003955	7.971592674858835	17.967154992883692	32.611370187907546	32.92365699054894	3.2391328984915955	86.73894980754024	16.92305864631574
XGW15712.1	Hcon5G00000010773.1	V3C99_001284	Hc_chr3	20597867	20599773	+	1672	2567.970732711303	3581.1326141379886	962.4036187740658	438.437268185013	1454.48985935765	61.31686325966358	225.07656894260796	14.147703467036266
XGW15770.1	Hcon5G00000010804.1	V3C99_001315	Hc_chr3	21074183	21076907	+	447	0.6028288200422518	0.0	0.0	0.0689462370386526	0.243881474372612	0.0	0.0583352321432019	0.0
XGW15772.1	Hcon5G00000010805.1	V3C99_001316	Hc_chr3	21077255	21094668	+	2157	188.63763034952183	76.97462435756836	26.077495581745893	37.43039679642446	85.96872850940773	22.484718075621075	156.35768348829424	58.2949967413424
XGW15846.1	Hcon5G00000010847.1	V3C99_001358	Hc_chr3	21531473	21541242	+	3555	367.82596690973	17.4899386554144	23.450483678711315	74.95336081541109	75.03790481069828	19.85665914397394	155.31492563647248	68.5155888372618
XGW15916.1	Hcon5G00000010890.1	V3C99_001401	Hc_chr3	22023409	22025914	+	327	0.5493669369192387	0.5267116650147668	1.144785796020679	0.3745083418521718	0.3333792631332036	0.0	0.0	0.0
XGW15922.1	Hcon5G00000010894.1	V3C99_001405	Hc_chr3	22033116	22034267	+	351	11410.656483666433	29643.508077586088	7948.047999423234	3648.329192385958	7117.034647880448	3799.10607307983	1038.9827331849715	743.1239857962881
XGW16010.1	Hcon5G00000010941.1	V3C99_001452	Hc_chr3	22722822	22725537	-	1375	0.0	0.0	0.0	0.0902049944432124	0.0	0.0	0.0	0.0
XGW16016.1	Hcon5G00000010943.1	V3C99_001454	Hc_chr3	22737931	22740157	-	396	2275.7046746745023	4328.049605024637	1405.1091078020218	597.0005128079757	1554.0146022892109	766.5375285766236	679.5044184734245	539.7481902309261
XGW16063.1	Hcon5G00000010973.1	V3C99_001484	Hc_chr3	23229388	23255795	-	5115	0.0	0.0	0.398563453164822	1.0002398642957675	0.0	0.0	0.0362917007454248	0.0576114432363737
XGW16149.1	Hcon5G00000011017.1	V3C99_001528	Hc_chr3	24027850	24038402	+	690	189.79672249799836	146.39950729085447	111.21089205179868	291.42972930959775	692.0083817611045	324.08698248284685	27.94250249743443	52.48803204322064
XGW16190.1	Hcon5G00000011041.1	V3C99_001552	Hc_chr3	24284548	24317357	+	2167	0.5802957630863578	0.4371439453295145	0.333371223866147	0.1567773092184654	0.0	0.0	0.1082171510682533	0.0
XGW16405.1	Hcon5G00000011171.1	V3C99_001682	Hc_chr3	26431291	26473437	+	5631	0.0	0.0	0.0	21.08921187496163	0.0	0.0	0.0	0.0
XGW16406.1	Hcon5G00000011171.2	V3C99_001682	Hc_chr3	26431291	26565885	+	5524	0.0	0.0	0.0	20.027366992398857	0.0	0.0	0.0	0.0
XGW16460.1	Hcon5G00000011199.1	V3C99_001710	Hc_chr3	26866556	26870965	+	1512	113.04914248447116	36.90743881282045	18.66725464335822	110.47752853534509	66.692389296439	16.536287594878722	408.9912703864066	206.43368983234768
XGW16463.1	Hcon5G00000011201.1	V3C99_001712	Hc_chr3	26882239	26887827	-	2665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.382110890314854
XGW16464.1	Hcon5G00000011201.2	V3C99_001712	Hc_chr3	26882239	26899686	-	5185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3792112251034861
XGW16465.1	Hcon5G00000011201.3	V3C99_001712	Hc_chr3	26882239	26899686	-	7727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905080738128091
XGW16512.1	Hcon5G00000011229.1	V3C99_001740	Hc_chr3	27278715	27285588	-	3549	230.94424752041328	67.33605700563889	43.93695752829379	124.3951588184144	138.34985792524296	75.96766041305945	389.13375778804493	275.3397686561766
XGW16761.1	Hcon5G00000011355.1	V3C99_001866	Hc_chr3	29191346	29206561	+	1856	0.0	0.0	0.0	0.0	0.704838485201881	0.0	0.0	0.0
XGW16765.1	Hcon5G00000011355.5	V3C99_001866	Hc_chr3	29197615	29225700	+	1238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW16766.1	Hcon5G00000011355.6	V3C99_001866	Hc_chr3	29219504	29225700	+	1228	0.0	0.0	0.0	0.0	0.9765189002362652	0.0	0.0	0.0
XGW16770.1	Hcon5G00000011358.1	V3C99_001869	Hc_chr3	29262979	29270925	-	2284	0.0	17.457240103962505	0.0	0.0	0.0	0.0	0.0	0.0
XGW16839.1	Hcon5G00000011399.1	V3C99_001910	Hc_chr3	29802510	29806860	-	1658	37.00125484272608	9.141528873621793	7.856292465874272	1.8801706058806784	75.61355361956647	8.23654059109805	5.381378458174546	1.2160701703845038
XGW16903.1	Hcon5G00000011429.1	V3C99_001940	Hc_chr3	30200303	30202048	+	823	0.7639738266149072	0.0	0.3125012476689111	0.0936550982168892	0.0	0.0	0.1584194943378572	0.0
XGW16967.1	Hcon5G00000011462.1	V3C99_001973	Hc_chr3	30558406	30562529	-	1734	681.1204308279123	392.34551448461576	149.43189000430797	352.00827709221863	376.6487768719403	169.3240844584038	289.80212702055496	274.8776198470243
XGW17223.1	Hcon5G00000011591.1	V3C99_002102	Hc_chr3	32626695	32636424	+	1870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW17225.1	Hcon5G00000011591.3	V3C99_002102	Hc_chr3	32628802	32636424	+	2195	0.0	0.0	0.0	0.0	0.0	0.0	0.1549608235515104	0.99681323024531
XGW17226.1	Hcon5G00000011592.1	V3C99_002103	Hc_chr3	32637707	32644945	+	1098	0.0	0.0	0.0	0.0	1.0921358920675166	0.0	6.757235657458427	800.6269797264275
XGW17582.1	Hcon5G00000011784.1	V3C99_002295	Hc_chr3	35399916	35408335	+	2265	0.079312577647943	0.0380209082692778	0.0	0.0607055183152034	0.0	0.0	0.0	0.0
XGW17783.1	Hcon5G00000011892.1	V3C99_002403	Hc_chr3	36864912	36877901	-	5710	0.0	1.070811272035713	0.0	0.0	0.0	0.0	0.0	0.0
XGW17833.1	Hcon5G00000011932.1	V3C99_002443	Hc_chr3	37340235	37358992	-	5342	0.0	4.49770547868703	0.0	0.0	0.0	0.0	0.0	0.0
XGW17855.1	Hcon5G00000011945.1	V3C99_002456	Hc_chr3	37475052	37480022	+	2699	71.8838189856978	9.986933239334276	40.931181575044086	2.376810715077763	18.256683441326427	7.254745598881697	0.8131632399749789	0.8495187900207904
XGW17857.1	Hcon5G00000011946.1	V3C99_002457	Hc_chr3	37496062	37505133	+	2238	15.813078064968916	24.62694755457784	144.29861468430624	41.867854405722625	54.21524405567139	50.25142727239866	16.067846377946182	32.20245204860507
XGW17859.1	Hcon5G00000011946.3	V3C99_002457	Hc_chr3	37506246	37514883	+	2238	1.0033678975234084	0.8850309277426412	4.777282973914865	13.42072840430131	3.507185599288716	46.16849880651626	16.72166975752473	89.53645601168701
XGW17875.1	Hcon5G00000011956.1	V3C99_002467	Hc_chr3	37590142	37596846	+	2676	0.0	3.3790442859271344	0.0	0.0	0.0	0.0	0.0	0.0
XGW17927.1	Hcon5G00000011980.1	V3C99_002491	Hc_chr3	37860784	37861297	-	396	359.9664426102298	239.6498173418325	153.8156636334279	71.44345813029454	559.9407796379548	496.9942295766398	32.504035353590915	0.0
XGW18027.1	Hcon5G00000012037.1	V3C99_002548	Hc_chr3	38521667	38551267	-	8337	1.626849660804921	2.4997481647642172	2.2809011530286845	3.2625144070426915	0.0	3.3603526974995575	0.0	3.6740453721705824
XGW18029.1	Hcon5G00000012037.3	V3C99_002548	Hc_chr3	38533453	38551809	-	4891	27.47351365829035	14.50842411724585	32.21909525676224	14.316354863877867	0.0	4.7014116635436185	0.0	5.193356334075426
XGW18078.1	Hcon5G00000012067.1	V3C99_002578	Hc_chr3	38952501	38956284	-	1626	2882.7948927466286	4127.436510630047	764.9118408017202	551.4100142305165	2345.9013015799937	758.6563206623905	1369.3868110410467	682.2184737782377
XGW18204.1	Hcon5G00000012143.1	V3C99_002654	Hc_chr3	39925584	39927931	+	864	0.0	0.0	10.430318095891996	0.0	0.0	0.0	0.0	0.0
XGW18415.1	Hcon5G00000012265.1	V3C99_002776	Hc_chr3	41384329	41394246	-	1953	0.0	829.689807290358	1470.855781161501	1143.7680837199991	0.0	0.0	0.0	0.0
XGW18513.1	Hcon5G00000012313.1	V3C99_002824	Hc_chr3	41992214	41998219	+	840	0.0	1.7428512772720772	0.0	2.081364257240875	0.0	2.1517097111408456	0.0	2.386086637840655
XGW18611.1	Hcon5G00000012367.1	V3C99_002878	Hc_chr3	42530070	42535368	-	3421	11.841418847710983	26.255598828062176	48.8306837816936	0.0	102.19560540072963	105.10943647893907	0.0	0.0
XGW18706.1	Hcon5G00000012413.1	V3C99_002924	Hc_chr3	43301856	43303289	-	525	1010.2779488953807	1983.8158444544467	1129.9018068274356	928.31588809069	706.4173234087332	424.0302604088226	297.89052950872946	327.54726304199755
XGW19083.1	Hcon5G00000006095.1	V3C99_003138	Hc_chr1	383540	390350	-	903	72.51369796435154	30.994619158053347	49.67977517271946	668.328573423817	84.26631593920398	62.382901702843114	723.2474374369085	589.9286293201995
XGW19113.1	Hcon5G00000006112.1	V3C99_003155	Hc_chr1	642812	647288	-	1863	0.0964267248376763	0.0462250978153056	0.0	0.3946092061445574	0.0	0.0	0.3511582580387616	0.0
XGW19114.1	Hcon5G00000006112.2	V3C99_003155	Hc_chr1	642812	652000	-	2286	89.86078617850299	10.472714483777864	7.934097681358727	13.94251416677248	23.55792625022373	6.237385397707787	111.81117119895052	45.941518035025375
XGW19147.1	Hcon5G00000006135.1	V3C99_003178	Hc_chr1	999948	1001769	+	837	0.1073136131258011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW19149.1	Hcon5G00000006135.3	V3C99_003178	Hc_chr1	1002880	1004838	+	912	81.05601942469433	23.229023989647963	23.4087775070147	61.36742849572717	75.54549565368464	10.900108405121388	49.88777805288129	19.19287340546615
XGW19175.1	Hcon5G00000006152.3	V3C99_003195	Hc_chr1	1229468	1258656	-	942	0.0	0.0	0.1686711784270825	0.0	0.0	0.0	0.0	0.0
XGW19177.1	Hcon5G00000006152.5	V3C99_003195	Hc_chr1	1254887	1258656	-	942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW19250.1	Hcon5G00000006195.1	V3C99_003238	Hc_chr1	1662201	1670611	-	1210	0.0	0.0	36.61215585744512	0.0	0.0	0.0	0.0	0.0
XGW19442.1	Hcon5G00000006314.1	V3C99_003357	Hc_chr1	2833242	2834415	+	570	74.69366358649839	4.23032632006597	3.1253746247483347	2.121425084460958	25.0543289383106	2.8186138906172484	7.436221092355478	0.0
XGW19453.1	Hcon5G00000006321.1	V3C99_003364	Hc_chr1	2878656	2882406	-	1491	0.0	0.0	0.0	11.42400493362786	0.0	0.0	0.0	116.38062817080232
XGW19456.1	Hcon5G00000006322.3	V3C99_003365	Hc_chr1	2884091	2896700	-	987	0.0	0.0	0.0	0.5122534837535266	0.0	0.0	0.0	2.2751192291624536
XGW19457.1	Hcon5G00000006322.4	V3C99_003365	Hc_chr1	2884539	2904362	-	1194	0.0	0.0	0.0	0.0986459800821335	0.0	0.0	0.0	0.0489442109246086
XGW19458.1	Hcon5G00000006322.5	V3C99_003365	Hc_chr1	2893645	2904353	-	1488	0.0	0.0	0.0	1.7551729655616797	0.0	0.0	0.0	4.3378404167013835
XGW19459.1	Hcon5G00000006322.6	V3C99_003365	Hc_chr1	2900944	2904353	-	1488	0.0	0.0	0.0	10.9102202967116	0.0	0.0	0.0	9.752883215199663
XGW19568.1	Hcon5G00000006382.2	V3C99_003425	Hc_chr1	3632749	3636672	-	1035	0.0	0.0	0.0	0.0188237277504458	0.0	0.0	0.0768662730073904	0.0
XGW19654.1	Hcon5G00000006426.1	V3C99_003469	Hc_chr1	4094844	4096191	+	621	1605.9388888090805	4650.198615121931	1903.3535688427528	1741.1030339227789	1305.020372910211	892.0759778266056	439.49042492832785	401.95873978340705
XGW19657.1	Hcon5G00000006429.1	V3C99_003472	Hc_chr1	4108235	4108945	-	360	1.2475207525874377	0.0	0.0	0.0638450752741419	0.6056389946919865	0.2789253329256652	0.3570054998329201	0.0
XGW19673.1	Hcon5G00000006441.1	V3C99_003484	Hc_chr1	4245319	4248253	+	1487	0.3020225090326009	1.6794911631926814	2.69082636141193	0.3214676056738177	5.498403785031485	0.675273166464287	0.3503661236191859	1.130531432637473
XGW19687.1	Hcon5G00000006449.1	V3C99_003492	Hc_chr1	4390221	4392366	+	768	121.39936323616504	312.17541995843965	557.942045749325	133.3808992775443	225.83710325506655	82.1086448799927	81.65548067382362	33.641624515962285
XGW19724.1	Hcon5G00000006468.2	V3C99_003511	Hc_chr1	4579919	4585125	-	2958	0.0910968500875208	0.0	0.0332320070159574	0.0	0.0	0.0	0.0620973343771121	0.0098781926713966
XGW19901.1	Hcon5G00000006564.1	V3C99_003607	Hc_chr1	5978348	5980850	+	1197	97.70057262368988	69.71405109088307	116.01712088137964	131.54325571535267	161.74659467262677	16.19025240741455	165.6498339939125	42.738436518203656
XGW20006.1	Hcon5G00000006615.1	V3C99_003658	Hc_chr1	6673830	6685107	+	2169	33.129181811450636	43.75349362257522	111.01894917781102	119.7753762110263	61.217285936501206	118.28285902490865	148.4564628970758	130.11340546993736
XGW20309.1	Hcon5G00000006773.1	V3C99_003816	Hc_chr1	9017300	9020363	+	870	87.03393057361738	12.076227105804088	12.702376571711673	18.371713665797163	42.728875280682914	6.117121094507692	11.381473706479346	5.010969914626132
XGW20321.1	Hcon5G00000006782.1	V3C99_003825	Hc_chr1	9081688	9083295	+	870	208.65429856379689	46.622155465850206	29.66493471717039	37.53885928520768	94.229073932767	14.65800715099013	53.630490469183705	15.737102767134088
XGW20409.1	Hcon5G00000006821.1	V3C99_003864	Hc_chr1	9663382	9667196	+	2185	114.36311067564031	150.794054353159	49.84738339392432	4.9968899177036725	76.7844916748623	50.50527172481015	3.0065040678661408	8.651612706694518
XGW20439.1	Hcon5G00000006843.1	V3C99_003886	Hc_chr1	9826695	9833278	-	855	1311.183706361584	1848.35043570311	654.4085137443603	1465.60138843594	865.2349932589095	378.98612604257744	455.81601622930975	250.6129935587888
XGW20493.1	Hcon5G00000006871.1	V3C99_003914	Hc_chr1	10195946	10203554	-	1161	103.12838221389484	43.318291664315254	242.51839926775764	78.44320525667814	66.94893073106766	66.07719514890177	48.06331166542869	72.5236240588131
XGW20668.1	Hcon5G00000006958.1	V3C99_004001	Hc_chr1	11331957	11335281	-	858	310.0830603494258	383.9147918466464	388.0870527345832	104.45612297702992	299.34660241139585	175.78147554727937	35.95688414389534	48.29888485261838
XGW20786.1	Hcon5G00000007024.1	V3C99_004067	Hc_chr1	12256014	12260956	+	3159	0.9667397285008064	0.4361752819495505	0.9145429087911864	1.4075326728623123	0.5176401664034073	0.0953590881797146	1.2505303862234964	0.7917712299603913
XGW20832.1	Hcon5G00000007048.1	V3C99_004091	Hc_chr1	12536910	12540104	-	1254	0.071627985794494	0.137348257144999	0.0391946877006387	0.0816172204127292	0.3477353079571215	0.0	0.0	0.0
XGW20834.1	Hcon5G00000007048.3	V3C99_004091	Hc_chr1	12537518	12540113	-	1209	0.0	0.0	0.0	0.0090345361334966	0.0	0.0	0.0	0.0
XGW20842.1	Hcon5G00000007052.1	V3C99_004095	Hc_chr1	12552851	12565036	+	1110	535.6921545164652	94.0308441105011	79.1853157884969	97.25002703478286	146.53189947250442	26.414982880311644	42.70896347441197	16.095977943534052
XGW20872.1	Hcon5G00000007065.1	V3C99_004108	Hc_chr1	12835334	12836186	-	216	1110.2934698028198	316.9597175823238	128.22934024242937	61.41070842102574	919.5618736073328	382.59258166303744	18.46468815659548	13.624291349957897
XGW20874.1	Hcon5G00000007067.1	V3C99_004110	Hc_chr1	12839417	12849149	-	3927	144.39600020322985	6.820091188821842	9.316052167655268	22.89148838137884	21.708618511037436	18.20579101999147	72.99660328992144	37.68413150583361
XGW21296.1	Hcon5G00000007291.1	V3C99_004334	Hc_chr1	16078997	16095519	+	1782	0.0	189.0522455013609	0.0	0.0	0.0	0.0	0.0	0.0
XGW21305.1	Hcon5G00000007296.1	V3C99_004339	Hc_chr1	16113311	16115926	-	549	2063.1130085413233	4410.651822569641	2945.565728930106	1617.8831216493272	1548.847265113933	885.0620891982254	245.9061898733528	229.45546670321343
XGW21337.1	Hcon5G00000007315.1	V3C99_004358	Hc_chr1	16371806	16374518	+	1200	0.0	15.357595372668063	0.0	0.0	151.44003062273123	53.637341521605414	66.91862563089462	51.5279593047298
XGW21415.1	Hcon5G00000007362.1	V3C99_004405	Hc_chr1	16897435	16900091	-	600	0.0	0.0	0.0	0.0	0.0	0.0	51.77677638032028	0.0
XGW21424.1	Hcon5G00000007367.1	V3C99_004410	Hc_chr1	16991170	17000537	-	1176	92.49475294184002	0.0	1419.768063391944	0.0	144.61175995706617	48.071927276678416	82.06573826309553	32.17351764880444
XGW21584.1	Hcon5G00000007454.1	V3C99_004497	Hc_chr1	18236073	18242313	-	2143	80.72617722949379	21.177716873618703	13.60679531941832	29.898270660020287	52.294652159498455	7.309587819461203	149.85865896795914	41.91163185790682
XGW22045.1	Hcon5G00000007715.1	V3C99_004758	Hc_chr1	22338431	22359723	-	1972	0.0	0.0436700594472182	0.0	0.0	0.0	0.0	0.0	0.0
XGW22124.1	Hcon5G00000007763.1	V3C99_004806	Hc_chr1	23643274	23660978	-	12614	13.237526374847263	1.693127048756839	8.948744132877414	43.53835004720256	0.700033022245851	0.3980225140845072	5.283150104159853	2.9232290434254753
XGW22333.1	Hcon5G00000007910.1	V3C99_004953	Hc_chr1	25889027	25912138	-	2594	0.0	0.0	0.0	0.0217468494241507	0.0	0.0	0.0588822532026435	0.0
XGW22336.1	Hcon5G00000007910.4	V3C99_004953	Hc_chr1	25889027	25929481	-	13339	1.5891650519503515	0.4971164635057655	1.4839835677382278	3.80491023004224	0.3350787750826045	0.0677500621245337	0.768576786163953	0.6198795369840496
XGW22371.1	Hcon5G00000007931.1	V3C99_004974	Hc_chr1	26237706	26263592	-	4423	0.2640016785941311	0.0	0.0	2.441027375687536	0.0	0.0454049829768209	0.6004908100685622	0.2045946062193015
XGW22372.1	Hcon5G00000007931.2	V3C99_004974	Hc_chr1	26237706	26263592	-	5390	1.0165326800304315	0.0	0.0	2.19516331592189	0.0	0.1862952130857875	1.469543397544757	0.5253226818312647
XGW22471.1	Hcon5G00000007986.2	V3C99_005029	Hc_chr1	27075661	27084949	-	753	0.0	0.0	0.0	0.030456076204695	0.0	0.0	0.0	0.0
XGW22472.1	Hcon5G00000007986.3	V3C99_005029	Hc_chr1	27075661	27085033	-	855	2.836468237461964	1.1079426076363257	2.4859818768921143	0.0268821369575334	3.95259133377928	0.352326736327156	0.0297739892412587	0.0356286437298951
XGW22681.1	Hcon5G00000008090.1	V3C99_005133	Hc_chr1	28532121	28540663	+	1321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW22682.1	Hcon5G00000008090.2	V3C99_005133	Hc_chr1	28532321	28540663	+	1304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW22868.1	Hcon5G00000008203.1	V3C99_005246	Hc_chr1	30196576	30216687	-	3844	1.1216003436374051	0.4032550546666126	0.2991493376629226	0.1624734529725396	0.3686772236158295	0.0261220395039644	0.0750797081493959	0.3250854910428128
XGW22934.1	Hcon5G00000008245.1	V3C99_005288	Hc_chr1	30782343	30788273	-	1460	0.0	0.0	0.0	0.0080966775265851	0.0	0.0	0.0	0.0
XGW23123.1	Hcon5G00000008356.1	V3C99_005399	Hc_chr1	32623027	32629124	+	2932	0.0	1.1161185452717417	0.0	1.6177197533702252	0.0	0.6849462472935844	0.0	0.3875581508516172
XGW23369.1	Hcon5G00000008492.1	V3C99_005535	Hc_chr1	34940859	34961678	-	2814	0.9895047333955796	15.209781998318212	18.106303987526893	7.5799601845025375	4.493867167437342	46.780952426296	6.266352645182302	72.4409433153318
XGW23415.1	Hcon5G00000008518.1	V3C99_005561	Hc_chr1	35378187	35380129	-	402	1260.1821572405645	2344.6628728393357	1346.6204259974938	825.9501220084725	1080.6588330660743	669.6705829018285	88.67153852591298	101.57712552959856
XGW23468.1	Hcon5G00000008543.1	V3C99_005586	Hc_chr1	35732721	35736822	-	627	46.98795868118809	47.385148715024656	25.272961638915227	0.0	27.64495698259115	0.0	0.0	0.0
XGW23476.1	Hcon5G00000008548.2	V3C99_005591	Hc_chr1	35766828	35774187	-	1191	2.0362555357094703	0.0	0.4002222923886946	0.0	0.0	0.0	0.0	0.0
XGW23518.1	Hcon5G00000008572.1	V3C99_005615	Hc_chr1	35948459	35951200	-	552	0.0	80.65701755048141	5.6459353417404365	0.0	0.0	0.0	0.0	0.0
XGW23524.1	Hcon5G00000008575.1	V3C99_005618	Hc_chr1	35974139	35975667	-	789	15.027170130026628	13.425139340024677	21.973040775196154	3.1180086667647195	32.19328192317099	20.744408790973427	2.5357354204279736	1.1641409918448995
XGW23526.1	Hcon5G00000008576.1	V3C99_005619	Hc_chr1	35976905	35979831	-	1511	0.178335196928449	0.0	0.0	0.1982543943646952	0.0	0.1329094902094499	0.5078870627655175	0.1160279043891119
XGW23527.1	Hcon5G00000008576.2	V3C99_005619	Hc_chr1	35976905	35980544	-	886	0.0	0.0	0.0	0.0	0.2460835644346672	0.0	0.05986199590869	0.0
XGW23689.1	Hcon5G00000008659.2	V3C99_005702	Hc_chr1	37200436	37210982	+	4437	0.080974977855574	0.0776356612394991	0.0664640140319148	0.1806775945124236	0.1965562660257968	0.0226308586552263	0.0	0.0
XGW23691.1	Hcon5G00000008660.1	V3C99_005703	Hc_chr1	37212535	37221869	-	2620	10.66201705799157	33.69095082468025	24.63350335945017	6.57291754996379	22.05265652428073	16.671643945098918	0.0	0.0
XGW23767.1	Hcon5G00000008703.1	V3C99_005746	Hc_chr1	37681468	37699512	+	6618	116.35534446344992	0.0	0.0	0.0	0.0	0.0	181.3108033026349	0.0
XGW23931.1	Hcon5G00000008789.1	V3C99_005832	Hc_chr1	38877755	38884282	-	2283	692.9199104726398	86.38140519338764	347.9112535923882	124.15275061047146	181.7394491824731	59.72887286933825	255.6819889002418	112.79305903574704
XGW23956.1	Hcon5G00000008801.1	V3C99_005844	Hc_chr1	39029455	39041231	-	6217	8.740872443736336	3.698461376932144	0.757313316455847	0.8209225365861045	1.981453619436224	0.2099679199118727	0.7580184209265122	0.2369998767876958
XGW24431.1	Hcon5G00000009067.1	V3C99_006110	Hc_chr1	42452543	42457087	+	1491	0.0	28.53251138268123	4.933284214337575	0.0	0.0	0.0	0.0	0.0
XGW24613.1	Hcon5G00000009177.1	V3C99_006220	Hc_chr1	43533673	43534283	-	273	1453.9237465539925	3239.022066068722	2178.056427739042	2247.783477235005	1625.6415477303808	1296.5430310720485	134.9376900280405	149.70797503567087
